date;Time (UTC);Latitude;Longitude;Region Name;Depth;Mw;Strike1;Dip1;Rake1;Strike2;Dip2;Rake2;Mo;DC;VR;Computed by;Method
20150502;08:23:46;34.53;25.81;x;20;4.Ağu;286;77;-163;193;73;-13;2.20E+16;78;0.63;Fatih Turhan;ISOLA
20150428;14:01:01;38.90;43.58;x;23;4.Oca;309;78;166;42;77;13;1.93E+15;86;0.57;Fatih Turhan;ISOLA
20150428;07:59:28;37.06;28.55;x;8;4.Oca;310;63;-71;94;32;-122;2.05E+15;72;0.72;Fatih Turhan;ISOLA
20150417;02:05:41;35.10;26.80;x;26;5.Mar;327;75;-168;;;;9.61E+16;;;Dogan Kalafat;N/A
20150416;19:02:14;35.14;26.86;x;16;4.Eyl;146;67;155;247;67;25;2.48E+16;68;0.53;Fatih Turhan;ISOLA
20150415;08:25:10;34.71;32.34;x;14;5.Oca;113;26;104;;;;4.96E+16;;;Dogan Kalafat;N/A
20150414;08:00:03;34.67;26.74;x;29;4.May;308;63;-118;177;38;-47;7.86E+15;96;0.57;Fatih Turhan;ISOLA
20150413;03:49:01;39.10;24.50;x;2;4.Mar;326;80;-10;58;80;-170;3.29E+15;52;0.77;Fatih Turhan;ISOLA
20150411;22:01:05;39.32;42.16;x;11;3.Tem;58;65;48;;;;3.87E+14;;;Dogan Kalafat;N/A
20150408;13:33:32;35.28;27.84;x;20;4.May;311;79;176;42;86;11;7.09E+15;75;0.55;Fatih Turhan;ISOLA
20150406;16:42:30;35.28;27.63;x;10;4.Şub;68;56;32;;;;2.52E+15;;;Dogan Kalafat;N/A
20150328;19:40:41;37.22;30.Haz;x;8;3.Nis;305;37;-133;;;;1.40E+14;;;Dogan Kalafat;N/A
20150328;10:08:16;37.48;36.41;x;22;4.Oca;306;70;-150;;;;1.81E+15;;;Dogan Kalafat;N/A
20150328;05:04:15;38.89;35.62;x;7;3.Haz;144;73;-167;;;;3.10E+14;;;Dogan Kalafat;N/A
20150327;23:34:53;35.69;26.60;x;66;5.Oca;44;88;119;;;;6.17E+16;;;Dogan Kalafat;N/A
